occupation_id,function_id,physicality,cognitive,environment
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,48173941-e01e-54ed-95c4-58cacbfeffcf,Moderate,Moderate,Indoors (Office/Lab)
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,d737dd0f-6929-545e-abef-f16c59e4d4d8,Moderate,Heavy,Public-Facing
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,a4442d69-071e-5122-ab43-8c4d8e64db87,Moderate,Heavy,Independent
30c8c3d2-f31d-5b33-a919-a996ff6d4e28,271160c0-9ef1-500c-893d-5f61e4184d04,Moderate,Heavy,Independent
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,ff4e51b0-4e2f-5eb4-b32f-78a3dfa66e1d,Moderate,Moderate,Indoors (Office/Lab)
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
8f2eb19b-ea7c-53ee-9640-24dc9b1e6652,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
ea814dbe-ad2f-58a9-af19-26555701b131,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
ea814dbe-ad2f-58a9-af19-26555701b131,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
ea814dbe-ad2f-58a9-af19-26555701b131,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
ea814dbe-ad2f-58a9-af19-26555701b131,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
ea814dbe-ad2f-58a9-af19-26555701b131,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
ea814dbe-ad2f-58a9-af19-26555701b131,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
ea814dbe-ad2f-58a9-af19-26555701b131,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
ea814dbe-ad2f-58a9-af19-26555701b131,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
ea814dbe-ad2f-58a9-af19-26555701b131,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
ea814dbe-ad2f-58a9-af19-26555701b131,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
862f1adf-78a7-5a9d-86c8-71b834d7d530,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,a02eb264-f355-557a-b3da-5bd7a0b613b8,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
862f1adf-78a7-5a9d-86c8-71b834d7d530,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
862f1adf-78a7-5a9d-86c8-71b834d7d530,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
862f1adf-78a7-5a9d-86c8-71b834d7d530,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
862f1adf-78a7-5a9d-86c8-71b834d7d530,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
862f1adf-78a7-5a9d-86c8-71b834d7d530,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
862f1adf-78a7-5a9d-86c8-71b834d7d530,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
862f1adf-78a7-5a9d-86c8-71b834d7d530,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
862f1adf-78a7-5a9d-86c8-71b834d7d530,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
862f1adf-78a7-5a9d-86c8-71b834d7d530,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
862f1adf-78a7-5a9d-86c8-71b834d7d530,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
862f1adf-78a7-5a9d-86c8-71b834d7d530,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
862f1adf-78a7-5a9d-86c8-71b834d7d530,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
862f1adf-78a7-5a9d-86c8-71b834d7d530,a4442d69-071e-5122-ab43-8c4d8e64db87,Moderate,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,a02eb264-f355-557a-b3da-5bd7a0b613b8,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,d737dd0f-6929-545e-abef-f16c59e4d4d8,Moderate,Heavy,Public-Facing
2a35c0d3-6e24-5a5f-8e28-c83e142c0829,a4442d69-071e-5122-ab43-8c4d8e64db87,Moderate,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
b5d86fdd-aa51-5b24-bb4c-442be13ba750,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,a02eb264-f355-557a-b3da-5bd7a0b613b8,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
b5d86fdd-aa51-5b24-bb4c-442be13ba750,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
b5d86fdd-aa51-5b24-bb4c-442be13ba750,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
b5d86fdd-aa51-5b24-bb4c-442be13ba750,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
b5d86fdd-aa51-5b24-bb4c-442be13ba750,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
b5d86fdd-aa51-5b24-bb4c-442be13ba750,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
b5d86fdd-aa51-5b24-bb4c-442be13ba750,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
b5d86fdd-aa51-5b24-bb4c-442be13ba750,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
b5d86fdd-aa51-5b24-bb4c-442be13ba750,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,d737dd0f-6929-545e-abef-f16c59e4d4d8,Moderate,Heavy,Public-Facing
b5d86fdd-aa51-5b24-bb4c-442be13ba750,a4442d69-071e-5122-ab43-8c4d8e64db87,Moderate,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
f7698306-a10e-5381-8d4c-44d01fce95e1,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,a02eb264-f355-557a-b3da-5bd7a0b613b8,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
f7698306-a10e-5381-8d4c-44d01fce95e1,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
f7698306-a10e-5381-8d4c-44d01fce95e1,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
f7698306-a10e-5381-8d4c-44d01fce95e1,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
f7698306-a10e-5381-8d4c-44d01fce95e1,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
f7698306-a10e-5381-8d4c-44d01fce95e1,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
f7698306-a10e-5381-8d4c-44d01fce95e1,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,4b565414-5eef-55aa-a786-bb76369f8718,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,0fc92554-a487-597e-a254-ba05d203b21c,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,294a89d8-5ebf-5340-86de-4366a2f4abf4,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,6972e68d-2610-5973-94ca-ed1745892687,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,7e3420b6-de69-5558-9676-48ab916c81ab,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,47b52e82-6b9e-50c8-a8db-9792feb6d758,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,c5de15b8-41fc-5ef2-adb9-4d8d4378e87e,Moderate,Heavy,Team-Oriented
f7698306-a10e-5381-8d4c-44d01fce95e1,70c62562-478c-5c42-ba36-af7dfea5cd26,Moderate,Heavy,Team-Oriented
f7698306-a10e-5381-8d4c-44d01fce95e1,6ed2c787-a1a3-5a7f-9031-ed31ff2b975b,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,d3d68dc5-c062-5974-b7ba-bafa30681140,Light,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,127fe659-74ba-5d06-a183-96fb05bee4a6,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,d737dd0f-6929-545e-abef-f16c59e4d4d8,Moderate,Heavy,Public-Facing
f7698306-a10e-5381-8d4c-44d01fce95e1,a4442d69-071e-5122-ab43-8c4d8e64db87,Moderate,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,7899a0b4-3aeb-5633-9eac-cd9f64e76e5d,Moderate,Heavy,Public-Facing
86efe11d-c0f1-59e9-9580-0d383021706e,fe6a5b26-c30a-595c-a6bc-449fd45b97f8,Moderate,Heavy,Outdoors
86efe11d-c0f1-59e9-9580-0d383021706e,0c044331-4608-5787-a63d-df7d8b18146a,Light,Heavy,Public-Facing
86efe11d-c0f1-59e9-9580-0d383021706e,ee9a2221-b24d-5d39-b83b-3773b2f20f8a,Moderate,Moderate,Outdoors
86efe11d-c0f1-59e9-9580-0d383021706e,8931ae0b-2cb4-58f4-b5fd-8f4a0eeea537,Light,Heavy,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,a02eb264-f355-557a-b3da-5bd7a0b613b8,Moderate,Heavy,Public-Facing
86efe11d-c0f1-59e9-9580-0d383021706e,d86955e3-05df-537d-b9e3-caa9cea8cc83,Light,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,4417904f-d25d-5d0b-9633-3e9f7bfa5032,Moderate,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,5d29f83d-92a7-51c6-beb3-8713c95155c3,Light,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,2f8a9a65-ade2-556a-a067-38d41461fb91,Moderate,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,4b6d866e-e965-5dfc-935c-59e276ee8a51,Moderate,Heavy,Team-Oriented
86efe11d-c0f1-59e9-9580-0d383021706e,5ef424ef-7c5c-5c6b-82dd-cdd961bf2517,Moderate,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,bdea0abc-0955-5d4b-95c4-068ee6349b55,Moderate,Heavy,Independent
86efe11d-c0f1-59e9-9580-0d383021706e,ecb8bb99-ce48-54ad-abac-04c48fd2a6ab,Light,Heavy,Team-Oriented
86efe11d-c0f1-59e9-9580-0d383021706e,c8581fa8-b4ab-532e-994c-345e2a9c7edc,Light,Heavy,Team-Oriented
86efe11d-c0f1-59e9-9580-0d383021706e,ff4e51b0-4e2f-5eb4-b32f-78a3dfa66e1d,Moderate,Moderate,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,c38d4933-0c7c-5678-a3a3-76b6abaadddb,Moderate,Moderate,Public-Facing
86efe11d-c0f1-59e9-9580-0d383021706e,6abd15de-4077-5a84-92d0-248be7837b15,Moderate,Moderate,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,9303eba0-3f9d-5a23-b372-9f6e52d9264b,Light,Heavy,Virtual/Remote
86efe11d-c0f1-59e9-9580-0d383021706e,410548cf-9998-57e9-836d-0fa4d54199e1,Moderate,Moderate,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,48173941-e01e-54ed-95c4-58cacbfeffcf,Moderate,Moderate,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,921227ee-7199-591b-8226-9ec52a5e9146,Light,Heavy,Indoors (Office/Lab)
86efe11d-c0f1-59e9-9580-0d383021706e,90925f60-f354-589c-aa43-20f47469db64,Light,Heavy,Public-Facing
